"split","speaker_id","utterance_id","path","is_unknown"
"train","7976","7976-105575-0027","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\7976\105575\7976-105575-0027.flac","False"
"train","6319","6319-275224-0000","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0000.flac","False"
"train","6319","6319-275224-0001","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0001.flac","False"
"train","6319","6319-275224-0002","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0002.flac","False"
"train","6319","6319-275224-0003","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0003.flac","False"
"train","6319","6319-275224-0004","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0004.flac","False"
"train","6319","6319-275224-0005","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0005.flac","False"
"train","6319","6319-275224-0006","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0006.flac","False"
"train","6319","6319-275224-0007","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0007.flac","False"
"train","6319","6319-275224-0008","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0008.flac","False"
"train","6319","6319-275224-0009","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0009.flac","False"
"train","6319","6319-275224-0010","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0010.flac","False"
"train","6319","6319-275224-0011","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0011.flac","False"
"train","6319","6319-275224-0012","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0012.flac","False"
"train","6319","6319-275224-0013","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0013.flac","False"
"train","6319","6319-275224-0014","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0014.flac","False"
"train","6319","6319-275224-0015","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0015.flac","False"
"train","6319","6319-275224-0016","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0016.flac","False"
"train","6319","6319-275224-0017","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0017.flac","False"
"train","6319","6319-275224-0018","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0018.flac","False"
"train","6319","6319-275224-0019","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0019.flac","False"
"train","6319","6319-275224-0020","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\275224\6319-275224-0020.flac","False"
"train","6319","6319-57405-0000","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\57405\6319-57405-0000.flac","False"
"train","6319","6319-57405-0001","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\57405\6319-57405-0001.flac","False"
"train","6319","6319-57405-0002","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\57405\6319-57405-0002.flac","False"
"train","6319","6319-57405-0003","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\57405\6319-57405-0003.flac","False"
"train","6319","6319-57405-0004","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\57405\6319-57405-0004.flac","False"
"train","6319","6319-57405-0005","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\57405\6319-57405-0005.flac","False"
"train","6319","6319-57405-0006","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6319\57405\6319-57405-0006.flac","False"
"train","2428","2428-83699-0000","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0000.flac","False"
"train","2428","2428-83699-0001","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0001.flac","False"
"train","2428","2428-83699-0002","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0002.flac","False"
"train","2428","2428-83699-0003","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0003.flac","False"
"train","2428","2428-83699-0004","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0004.flac","False"
"train","2428","2428-83699-0005","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0005.flac","False"
"train","2428","2428-83699-0006","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0006.flac","False"
"train","2428","2428-83699-0007","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0007.flac","False"
"train","2428","2428-83699-0008","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0008.flac","False"
"train","2428","2428-83699-0009","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0009.flac","False"
"train","2428","2428-83699-0010","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0010.flac","False"
"train","2428","2428-83699-0011","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0011.flac","False"
"train","2428","2428-83699-0012","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0012.flac","False"
"train","2428","2428-83699-0013","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0013.flac","False"
"train","2428","2428-83699-0014","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0014.flac","False"
"train","2428","2428-83699-0015","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0015.flac","False"
"train","2428","2428-83699-0016","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0016.flac","False"
"train","2428","2428-83699-0017","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0017.flac","False"
"train","2428","2428-83699-0018","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0018.flac","False"
"train","2428","2428-83699-0019","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0019.flac","False"
"train","2428","2428-83699-0020","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0020.flac","False"
"train","2428","2428-83699-0021","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0021.flac","False"
"train","2428","2428-83699-0022","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0022.flac","False"
"train","2428","2428-83699-0023","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0023.flac","False"
"train","2428","2428-83699-0024","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0024.flac","False"
"train","2428","2428-83699-0025","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0025.flac","False"
"train","2428","2428-83699-0026","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0026.flac","False"
"train","2428","2428-83699-0027","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\2428\83699\2428-83699-0027.flac","False"
"train","1988","1988-147956-0000","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0000.flac","False"
"train","1988","1988-147956-0001","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0001.flac","False"
"train","1988","1988-147956-0002","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0002.flac","False"
"train","1988","1988-147956-0003","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0003.flac","False"
"train","1988","1988-147956-0004","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0004.flac","False"
"train","1988","1988-147956-0005","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0005.flac","False"
"train","1988","1988-147956-0006","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0006.flac","False"
"train","1988","1988-147956-0007","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0007.flac","False"
"train","1988","1988-147956-0008","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0008.flac","False"
"train","1988","1988-147956-0009","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0009.flac","False"
"train","1988","1988-147956-0010","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0010.flac","False"
"train","1988","1988-147956-0011","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0011.flac","False"
"train","1988","1988-147956-0012","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0012.flac","False"
"train","1988","1988-147956-0013","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0013.flac","False"
"train","1988","1988-147956-0014","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0014.flac","False"
"train","1988","1988-147956-0015","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0015.flac","False"
"train","1988","1988-147956-0016","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0016.flac","False"
"train","1988","1988-147956-0017","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0017.flac","False"
"train","1988","1988-147956-0018","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0018.flac","False"
"train","1988","1988-147956-0019","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0019.flac","False"
"train","1988","1988-147956-0020","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0020.flac","False"
"train","1988","1988-147956-0021","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0021.flac","False"
"train","1988","1988-147956-0022","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0022.flac","False"
"train","1988","1988-147956-0023","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0023.flac","False"
"train","1988","1988-147956-0024","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0024.flac","False"
"train","1988","1988-147956-0025","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0025.flac","False"
"train","1988","1988-147956-0026","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0026.flac","False"
"train","1988","1988-147956-0027","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\1988\147956\1988-147956-0027.flac","False"
"train","5895","5895-34615-0000","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0000.flac","False"
"train","5895","5895-34615-0001","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0001.flac","False"
"train","5895","5895-34615-0002","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0002.flac","False"
"train","5895","5895-34615-0003","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0003.flac","False"
"train","5895","5895-34615-0004","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0004.flac","False"
"train","5895","5895-34615-0005","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0005.flac","False"
"train","5895","5895-34615-0006","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0006.flac","False"
"train","5895","5895-34615-0007","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0007.flac","False"
"train","5895","5895-34615-0008","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0008.flac","False"
"train","5895","5895-34615-0009","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0009.flac","False"
"train","5895","5895-34615-0010","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0010.flac","False"
"train","5895","5895-34615-0011","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0011.flac","False"
"train","5895","5895-34615-0012","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0012.flac","False"
"train","5895","5895-34615-0013","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0013.flac","False"
"train","5895","5895-34615-0014","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0014.flac","False"
"train","5895","5895-34615-0015","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0015.flac","False"
"train","5895","5895-34615-0016","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0016.flac","False"
"train","5895","5895-34615-0017","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0017.flac","False"
"train","5895","5895-34615-0018","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0018.flac","False"
"train","5895","5895-34615-0019","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0019.flac","False"
"train","5895","5895-34615-0020","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0020.flac","False"
"train","5895","5895-34615-0021","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34615\5895-34615-0021.flac","False"
"train","5895","5895-34622-0000","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34622\5895-34622-0000.flac","False"
"train","5895","5895-34622-0001","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34622\5895-34622-0001.flac","False"
"train","5895","5895-34622-0002","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34622\5895-34622-0002.flac","False"
"train","5895","5895-34622-0003","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34622\5895-34622-0003.flac","False"
"train","5895","5895-34622-0004","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34622\5895-34622-0004.flac","False"
"train","5895","5895-34622-0005","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\5895\34622\5895-34622-0005.flac","False"
"train","6345","6345-64257-0000","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0000.flac","False"
"train","6345","6345-64257-0001","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0001.flac","False"
"train","6345","6345-64257-0002","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0002.flac","False"
"train","6345","6345-64257-0003","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0003.flac","False"
"train","6345","6345-64257-0004","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0004.flac","False"
"train","6345","6345-64257-0005","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0005.flac","False"
"train","6345","6345-64257-0006","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0006.flac","False"
"train","6345","6345-64257-0007","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0007.flac","False"
"train","6345","6345-64257-0008","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0008.flac","False"
"train","6345","6345-64257-0009","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0009.flac","False"
"train","6345","6345-64257-0010","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0010.flac","False"
"train","6345","6345-64257-0011","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0011.flac","False"
"train","6345","6345-64257-0012","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0012.flac","False"
"train","6345","6345-64257-0013","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0013.flac","False"
"train","6345","6345-64257-0014","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0014.flac","False"
"train","6345","6345-64257-0015","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0015.flac","False"
"train","6345","6345-64257-0016","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0016.flac","False"
"train","6345","6345-64257-0017","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0017.flac","False"
"train","6345","6345-64257-0018","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0018.flac","False"
"train","6345","6345-64257-0019","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0019.flac","False"
"train","6345","6345-64257-0020","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\64257\6345-64257-0020.flac","False"
"train","6345","6345-93302-0000","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\93302\6345-93302-0000.flac","False"
"train","6345","6345-93302-0001","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\93302\6345-93302-0001.flac","False"
"train","6345","6345-93302-0002","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\93302\6345-93302-0002.flac","False"
"train","6345","6345-93302-0003","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\93302\6345-93302-0003.flac","False"
"train","6345","6345-93302-0004","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\93302\6345-93302-0004.flac","False"
"train","6345","6345-93302-0005","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\93302\6345-93302-0005.flac","False"
"train","6345","6345-93302-0006","C:\Users\ben04\Desktop\speaker_id_project\data\raw_readable\LibriSpeech\dev-clean\6345\93302\6345-93302-0006.flac","False"
